"goal","target","Unit","Date","Value"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of developing countries in the membership of the World Trade Organisation. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the African Development Bank. Age group Total. Sex Total. Location Total","%","2000","0.09"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the African Development Bank. Age group Total. Sex Total. Location Total","%","2005","0.09"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the African Development Bank. Age group Total. Sex Total. Location Total","%","2010","0.09"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the African Development Bank. Age group Total. Sex Total. Location Total","%","2014","0.09"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the UN Economic and Social Council. Age group Total. Sex Total. Location Total","%","2005","0.02"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2005","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2010","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Finance Corporation. Age group Total. Sex Total. Location Total","%","2015","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2000","0.01"
"Goal 16. Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","Proportion of voting rights of developing countries in the International Monetary Fund. Age group Total. Sex Total. Location Total","%","2005","0.01"
